cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D speed) [m/s],GPS (3D speed) [m/s],fix,precision,altitude system
169.1,2024-05-17T14:12:57.420Z,43.2303269,46.0189151,150.515,2.329,2.36,3,161,MSLV
223.8273888888889,2024-05-17T14:12:57.530Z,43.2303261,46.0189139,150.518,2.367,2.33,3,161,MSLV
278.55477777777776,2024-05-17T14:12:57.640Z,43.2303252,46.0189127,150.515,2.407,2.37,3,161,MSLV
333.2821666666666,2024-05-17T14:12:57.750Z,43.2303244,46.0189116,150.494,2.298,2.41,3,161,MSLV
388.0095555555555,2024-05-17T14:12:57.860Z,43.2303236,46.0189106,150.485,2.287,2.3,3,161,MSLV
442.73694444444436,2024-05-17T14:12:57.970Z,43.2303227,46.0189094,150.492,2.382,2.29,3,161,MSLV
497.46433333333323,2024-05-17T14:12:58.080Z,43.2303217,46.0189081,150.479,2.574,2.38,3,161,MSLV
552.1917222222221,2024-05-17T14:12:58.190Z,43.2303207,46.0189068,150.479,2.657,2.57,3,161,MSLV
606.919111111111,2024-05-17T14:12:58.300Z,43.2303198,46.0189055,150.473,2.652,2.66,3,161,MSLV
661.6464999999998,2024-05-17T14:12:58.410Z,43.2303189,46.0189042,150.465,2.59,2.65,3,161,MSLV
716.3738888888887,2024-05-17T14:12:58.520Z,43.230318,46.018903,150.433,2.585,2.59,3,161,MSLV
771.1012777777776,2024-05-17T14:12:58.630Z,43.230317,46.0189017,150.424,2.628,2.59,3,161,MSLV
825.8286666666664,2024-05-17T14:12:58.740Z,43.2303162,46.0189004,150.428,2.555,2.63,3,161,MSLV
880.5560555555553,2024-05-17T14:12:58.850Z,43.2303153,46.0188991,150.419,2.593,2.56,3,161,MSLV
935.2834444444442,2024-05-17T14:12:58.960Z,43.2303143,46.0188977,150.422,2.714,2.59,3,161,MSLV
990.010833333333,2024-05-17T14:12:59.070Z,43.2303133,46.0188964,150.408,2.723,2.72,3,161,MSLV
1044.738222222222,2024-05-17T14:12:59.180Z,43.2303123,46.018895,150.389,2.762,2.72,3,161,MSLV
1099.465611111111,2024-05-17T14:12:59.290Z,43.2303112,46.0188935,150.398,2.897,2.76,3,161,MSLV
1154.193,2024-05-17T14:12:59.400Z,43.2303103,46.0188921,150.415,2.854,2.9,3,150,MSLV
1209.5124736842106,2024-05-17T14:12:59.452Z,43.2303091,46.0188906,150.413,2.987,2.85,3,150,MSLV
1264.8319473684212,2024-05-17T14:12:59.504Z,43.2303081,46.0188892,150.42,2.986,2.99,3,150,MSLV
1320.1514210526318,2024-05-17T14:12:59.556Z,43.230307,46.0188877,150.418,3.009,2.99,3,150,MSLV
1375.4708947368424,2024-05-17T14:12:59.608Z,43.2303061,46.0188861,150.406,3.007,3.01,3,150,MSLV
1430.790368421053,2024-05-17T14:12:59.660Z,43.2303051,46.0188846,150.402,3.005,3.01,3,150,MSLV
1486.1098421052636,2024-05-17T14:12:59.712Z,43.2303041,46.018883,150.41,3.036,3.01,3,150,MSLV
1541.4293157894742,2024-05-17T14:12:59.764Z,43.230303,46.0188816,150.409,2.981,3.04,3,150,MSLV
1596.7487894736848,2024-05-17T14:12:59.816Z,43.230302,46.0188802,150.408,2.957,2.98,3,150,MSLV
1652.0682631578954,2024-05-17T14:12:59.868Z,43.230301,46.0188786,150.405,3.008,2.96,3,150,MSLV
1707.387736842106,2024-05-17T14:12:59.921Z,43.2302999,46.0188773,150.403,2.938,3.01,3,150,MSLV
1762.7072105263167,2024-05-17T14:12:59.973Z,43.2302989,46.0188758,150.4,2.934,2.94,3,150,MSLV
1818.0266842105273,2024-05-17T14:13:00.025Z,43.230298,46.0188743,150.397,2.962,2.93,3,150,MSLV
1873.3461578947379,2024-05-17T14:13:00.077Z,43.2302971,46.0188728,150.383,2.898,2.96,3,150,MSLV
1928.6656315789485,2024-05-17T14:13:00.129Z,43.230296,46.0188715,150.394,2.897,2.9,3,150,MSLV
1983.985105263159,2024-05-17T14:13:00.181Z,43.2302951,46.01887,150.393,2.873,2.9,3,150,MSLV
2039.3045789473697,2024-05-17T14:13:00.233Z,43.2302942,46.0188687,150.368,2.741,2.87,3,150,MSLV
2094.62405263158,2024-05-17T14:13:00.285Z,43.2302933,46.0188674,150.358,2.665,2.74,3,150,MSLV
2149.9435263157907,2024-05-17T14:13:00.337Z,43.2302923,46.0188661,150.356,2.679,2.67,3,150,MSLV
2205.263,2024-05-17T14:13:00.390Z,43.2302914,46.0188648,150.335,2.664,2.68,3,150,MSLV
2260.328,2024-05-17T14:13:00.445Z,43.2302906,46.0188634,150.332,2.645,2.66,3,150,MSLV
2315.393,2024-05-17T14:13:00.500Z,43.2302895,46.0188621,150.328,2.735,2.65,3,150,MSLV
2370.458,2024-05-17T14:13:00.555Z,43.2302886,46.0188606,150.344,2.775,2.74,3,150,MSLV
2425.523,2024-05-17T14:13:00.610Z,43.2302877,46.0188592,150.359,2.807,2.78,3,150,MSLV
2480.588,2024-05-17T14:13:00.665Z,43.2302867,46.0188578,150.352,2.772,2.81,3,150,MSLV
2535.6530000000002,2024-05-17T14:13:00.720Z,43.230286,46.0188565,150.36,2.641,2.77,3,150,MSLV
2590.7180000000003,2024-05-17T14:13:00.775Z,43.2302851,46.0188553,150.383,2.598,2.64,3,150,MSLV
2645.7830000000004,2024-05-17T14:13:00.830Z,43.2302844,46.0188538,150.386,2.609,2.6,3,150,MSLV
2700.8480000000004,2024-05-17T14:13:00.885Z,43.2302835,46.0188525,150.373,2.57,2.61,3,150,MSLV
2755.9130000000005,2024-05-17T14:13:00.940Z,43.2302828,46.0188512,150.343,2.48,2.57,3,150,MSLV
2810.9780000000005,2024-05-17T14:13:00.995Z,43.230282,46.01885,150.326,2.421,2.48,3,150,MSLV
2866.0430000000006,2024-05-17T14:13:01.050Z,43.2302812,46.0188489,150.332,2.378,2.42,3,150,MSLV
2921.1080000000006,2024-05-17T14:13:01.105Z,43.2302803,46.0188477,150.343,2.408,2.38,3,150,MSLV
2976.1730000000007,2024-05-17T14:13:01.160Z,43.2302793,46.0188463,150.335,2.57,2.41,3,150,MSLV
3031.2380000000007,2024-05-17T14:13:01.215Z,43.2302785,46.018845,150.303,2.577,2.57,3,150,MSLV
3086.303000000001,2024-05-17T14:13:01.270Z,43.2302776,46.0188435,150.286,2.658,2.58,3,150,MSLV
3141.368000000001,2024-05-17T14:13:01.325Z,43.2302765,46.0188421,150.27,2.783,2.66,3,150,MSLV
3196.433,2024-05-17T14:13:01.380Z,43.2302757,46.0188405,150.268,2.82,2.78,3,150,MSLV
3251.233,2024-05-17T14:13:01.435Z,43.2302747,46.018839,150.277,2.882,2.82,3,150,MSLV
3306.0330000000004,2024-05-17T14:13:01.490Z,43.2302737,46.0188376,150.271,2.859,2.88,3,150,MSLV
3360.8330000000005,2024-05-17T14:13:01.545Z,43.2302726,46.0188361,150.274,2.957,2.86,3,150,MSLV
3415.6330000000007,2024-05-17T14:13:01.600Z,43.2302716,46.0188347,150.262,2.907,2.96,3,150,MSLV
3470.433000000001,2024-05-17T14:13:01.655Z,43.2302707,46.0188333,150.263,2.88,2.91,3,150,MSLV
3525.233000000001,2024-05-17T14:13:01.710Z,43.2302696,46.0188318,150.249,2.936,2.88,3,150,MSLV
3580.0330000000013,2024-05-17T14:13:01.765Z,43.2302687,46.0188303,150.226,2.943,2.94,3,150,MSLV
3634.8330000000014,2024-05-17T14:13:01.820Z,43.2302676,46.0188288,150.237,3.02,2.94,3,150,MSLV
3689.6330000000016,2024-05-17T14:13:01.875Z,43.2302665,46.0188271,150.214,3.101,3.02,3,150,MSLV
3744.433000000002,2024-05-17T14:13:01.930Z,43.2302656,46.0188254,150.192,3.069,3.1,3,150,MSLV
3799.233000000002,2024-05-17T14:13:01.985Z,43.2302645,46.0188238,150.186,3.09,3.07,3,150,MSLV
3854.033000000002,2024-05-17T14:13:02.040Z,43.2302635,46.0188222,150.185,3.116,3.09,3,150,MSLV
3908.8330000000024,2024-05-17T14:13:02.095Z,43.2302625,46.0188207,150.177,3.05,3.12,3,150,MSLV
3963.6330000000025,2024-05-17T14:13:02.150Z,43.2302615,46.0188193,150.17,2.933,3.05,3,150,MSLV
4018.4330000000027,2024-05-17T14:13:02.205Z,43.2302605,46.018818,150.177,2.871,2.93,3,150,MSLV
4073.233000000003,2024-05-17T14:13:02.260Z,43.2302597,46.0188164,150.157,2.838,2.87,3,150,MSLV
4128.033000000003,2024-05-17T14:13:02.315Z,43.2302587,46.018815,150.138,2.815,2.84,3,150,MSLV
4182.833,2024-05-17T14:13:02.370Z,43.2302579,46.0188136,150.133,2.732,2.82,3,150,MSLV
4237.721333333333,2024-05-17T14:13:02.425Z,43.2302569,46.0188121,150.112,2.843,2.73,3,150,MSLV
4292.609666666666,2024-05-17T14:13:02.480Z,43.2302558,46.0188107,150.123,2.924,2.84,3,150,MSLV
4347.498,2024-05-17T14:13:02.535Z,43.2302547,46.0188093,150.097,2.89,2.92,3,150,MSLV
4402.386333333333,2024-05-17T14:13:02.590Z,43.2302539,46.018808,150.092,2.753,2.89,3,150,MSLV
4457.274666666666,2024-05-17T14:13:02.645Z,43.230253,46.0188069,150.092,2.589,2.75,3,150,MSLV
4512.163,2024-05-17T14:13:02.700Z,43.2302521,46.0188057,150.105,2.598,2.59,3,150,MSLV
4567.051333333333,2024-05-17T14:13:02.755Z,43.2302513,46.0188047,150.128,2.429,2.6,3,150,MSLV
4621.939666666666,2024-05-17T14:13:02.810Z,43.2302502,46.0188036,150.094,2.548,2.43,3,150,MSLV
4676.8279999999995,2024-05-17T14:13:02.865Z,43.2302493,46.0188026,150.083,2.429,2.55,3,150,MSLV
4731.716333333333,2024-05-17T14:13:02.920Z,43.2302486,46.0188016,150.089,2.251,2.43,3,150,MSLV
4786.604666666666,2024-05-17T14:13:02.975Z,43.2302481,46.0188006,150.102,2.055,2.25,3,150,MSLV
4841.4929999999995,2024-05-17T14:13:03.030Z,43.2302477,46.0187994,150.086,2.009,2.06,3,150,MSLV
4896.381333333333,2024-05-17T14:13:03.085Z,43.2302474,46.0187982,150.082,1.926,2.01,3,150,MSLV
4951.269666666666,2024-05-17T14:13:03.140Z,43.2302468,46.0187971,150.099,1.97,1.93,3,150,MSLV
5006.157999999999,2024-05-17T14:13:03.195Z,43.2302464,46.0187958,150.062,1.971,1.97,3,150,MSLV
5061.046333333333,2024-05-17T14:13:03.250Z,43.230246,46.0187946,150.055,2.032,1.97,3,150,MSLV
5115.934666666666,2024-05-17T14:13:03.305Z,43.2302454,46.0187934,150.042,2.036,2.03,3,150,MSLV
5170.823,2024-05-17T14:13:03.360Z,43.2302448,46.0187924,150.036,1.91,2.04,3,150,MSLV
5226.022578947369,2024-05-17T14:13:03.412Z,43.230244,46.0187915,150.029,1.962,1.91,3,150,MSLV
5281.222157894737,2024-05-17T14:13:03.464Z,43.2302432,46.0187905,150.039,2.031,1.96,3,150,MSLV
5336.421736842106,2024-05-17T14:13:03.516Z,43.2302425,46.0187897,150.022,1.988,2.03,3,150,MSLV
5391.6213157894745,2024-05-17T14:13:03.568Z,43.2302417,46.0187888,150.018,2.015,1.99,3,150,MSLV
5446.820894736843,2024-05-17T14:13:03.620Z,43.2302412,46.0187878,150.011,1.921,2.02,3,150,MSLV
5502.0204736842115,2024-05-17T14:13:03.672Z,43.2302406,46.0187868,150.009,1.865,1.92,3,150,MSLV
5557.22005263158,2024-05-17T14:13:03.724Z,43.2302401,46.0187858,149.989,1.884,1.87,3,150,MSLV
5612.419631578949,2024-05-17T14:13:03.776Z,43.2302396,46.0187847,149.981,1.875,1.88,3,150,MSLV
5667.619210526317,2024-05-17T14:13:03.828Z,43.2302391,46.0187836,149.966,1.902,1.88,3,150,MSLV
5722.818789473686,2024-05-17T14:13:03.881Z,43.2302384,46.0187826,149.946,1.897,1.9,3,150,MSLV
5778.018368421054,2024-05-17T14:13:03.933Z,43.2302378,46.0187815,149.951,1.99,1.9,3,150,MSLV
5833.217947368423,2024-05-17T14:13:03.985Z,43.2302372,46.0187804,149.941,2.009,1.99,3,150,MSLV
5888.417526315791,2024-05-17T14:13:04.037Z,43.2302365,46.0187794,149.944,2.006,2.01,3,150,MSLV
5943.61710526316,2024-05-17T14:13:04.089Z,43.2302358,46.0187784,149.941,2.035,2.01,3,150,MSLV
5998.816684210528,2024-05-17T14:13:04.141Z,43.2302351,46.0187775,149.912,1.959,2.04,3,150,MSLV
6054.016263157897,2024-05-17T14:13:04.193Z,43.2302342,46.0187767,149.864,1.934,1.96,3,150,MSLV
6109.215842105265,2024-05-17T14:13:04.245Z,43.2302335,46.0187759,149.846,1.909,1.94,3,150,MSLV
6164.415421052634,2024-05-17T14:13:04.297Z,43.2302329,46.0187749,149.835,1.941,1.91,3,150,MSLV
6219.615,2024-05-17T14:13:04.350Z,43.2302321,46.0187738,149.839,2.062,1.94,3,150,MSLV
6274.15105882353,2024-05-17T14:13:04.411Z,43.2302315,46.0187723,149.845,2.316,2.06,3,150,MSLV
6328.6871176470595,2024-05-17T14:13:04.472Z,43.2302309,46.0187707,149.849,2.511,2.32,3,150,MSLV
6383.223176470589,2024-05-17T14:13:04.534Z,43.2302302,46.0187691,149.848,2.607,2.51,3,150,MSLV
6437.759235294119,2024-05-17T14:13:04.595Z,43.2302295,46.0187675,149.842,2.697,2.61,3,150,MSLV
6492.295294117649,2024-05-17T14:13:04.657Z,43.2302288,46.018766,149.824,2.676,2.7,3,150,MSLV
6546.831352941179,2024-05-17T14:13:04.718Z,43.2302281,46.0187645,149.808,2.629,2.68,3,150,MSLV
6601.367411764709,2024-05-17T14:13:04.780Z,43.2302273,46.0187631,149.784,2.619,2.63,3,150,MSLV
6655.903470588239,2024-05-17T14:13:04.841Z,43.2302265,46.0187617,149.773,2.608,2.62,3,150,MSLV
6710.4395294117685,2024-05-17T14:13:04.903Z,43.2302258,46.0187603,149.768,2.553,2.61,3,150,MSLV
6764.975588235298,2024-05-17T14:13:04.964Z,43.2302249,46.018759,149.757,2.589,2.55,3,150,MSLV
6819.511647058828,2024-05-17T14:13:05.026Z,43.230224,46.0187575,149.735,2.668,2.59,3,150,MSLV
6874.047705882358,2024-05-17T14:13:05.087Z,43.230223,46.018756,149.735,2.795,2.67,3,150,MSLV
6928.583764705888,2024-05-17T14:13:05.149Z,43.230222,46.0187544,149.74,2.927,2.8,3,150,MSLV
6983.119823529418,2024-05-17T14:13:05.210Z,43.2302212,46.0187527,149.746,2.984,2.93,3,150,MSLV
7037.655882352948,2024-05-17T14:13:05.272Z,43.2302203,46.0187513,149.756,2.911,2.98,3,150,MSLV
7092.1919411764775,2024-05-17T14:13:05.333Z,43.2302195,46.0187496,149.746,2.932,2.91,3,150,MSLV
7146.728,2024-05-17T14:13:05.395Z,43.2302186,46.0187479,149.713,2.928,2.93,3,150,MSLV
7201.926263157895,2024-05-17T14:13:05.447Z,43.2302177,46.0187463,149.68,2.927,2.93,3,150,MSLV
7257.12452631579,2024-05-17T14:13:05.499Z,43.2302166,46.0187449,149.646,2.876,2.93,3,150,MSLV
7312.322789473685,2024-05-17T14:13:05.551Z,43.2302158,46.0187434,149.633,2.806,2.88,3,150,MSLV
7367.52105263158,2024-05-17T14:13:05.603Z,43.2302153,46.0187419,149.646,2.712,2.81,3,150,MSLV
7422.719315789474,2024-05-17T14:13:05.655Z,43.2302146,46.0187403,149.625,2.676,2.71,3,150,MSLV
7477.917578947369,2024-05-17T14:13:05.707Z,43.2302139,46.0187387,149.645,2.759,2.68,3,150,MSLV
7533.115842105264,2024-05-17T14:13:05.759Z,43.2302132,46.0187371,149.63,2.756,2.76,3,150,MSLV
7588.314105263159,2024-05-17T14:13:05.811Z,43.2302122,46.0187356,149.628,2.834,2.76,3,150,MSLV
7643.512368421054,2024-05-17T14:13:05.863Z,43.2302114,46.0187339,149.618,2.903,2.83,3,150,MSLV
7698.710631578949,2024-05-17T14:13:05.916Z,43.2302107,46.0187322,149.63,2.9,2.9,3,150,MSLV
7753.908894736844,2024-05-17T14:13:05.968Z,43.2302098,46.0187306,149.636,2.948,2.9,3,150,MSLV
7809.1071578947385,2024-05-17T14:13:06.020Z,43.2302091,46.0187287,149.63,3.01,2.95,3,150,MSLV
7864.305421052633,2024-05-17T14:13:06.072Z,43.2302084,46.0187269,149.604,2.98,3.01,3,150,MSLV
7919.503684210528,2024-05-17T14:13:06.124Z,43.2302075,46.0187252,149.641,3.055,2.98,3,150,MSLV
7974.701947368423,2024-05-17T14:13:06.176Z,43.2302068,46.0187235,149.648,2.992,3.06,3,150,MSLV
8029.900210526318,2024-05-17T14:13:06.228Z,43.2302059,46.0187218,149.627,2.984,2.99,3,150,MSLV
8085.098473684213,2024-05-17T14:13:06.280Z,43.2302049,46.0187203,149.6,2.964,2.98,3,150,MSLV
8140.296736842108,2024-05-17T14:13:06.332Z,43.230204,46.0187186,149.613,3.006,2.96,3,150,MSLV
8195.495,2024-05-17T14:13:06.385Z,43.2302032,46.0187168,149.618,3.055,3.01,3,149,MSLV
8254.102235294118,2024-05-17T14:13:06.443Z,43.2302027,46.0187151,149.615,2.96,3.05,3,149,MSLV
8312.709470588235,2024-05-17T14:13:06.501Z,43.2302018,46.0187134,149.606,2.963,2.96,3,149,MSLV
8371.316705882353,2024-05-17T14:13:06.559Z,43.2302011,46.0187116,149.617,2.997,2.96,3,149,MSLV
8429.92394117647,2024-05-17T14:13:06.617Z,43.2302003,46.0187096,149.611,3.166,3,3,149,MSLV
8488.531176470588,2024-05-17T14:13:06.676Z,43.2301994,46.0187076,149.6,3.282,3.17,3,149,MSLV
8547.138411764705,2024-05-17T14:13:06.734Z,43.2301986,46.0187056,149.595,3.297,3.28,3,149,MSLV
8605.745647058822,2024-05-17T14:13:06.792Z,43.2301979,46.0187038,149.58,3.156,3.3,3,149,MSLV
8664.35288235294,2024-05-17T14:13:06.850Z,43.2301974,46.0187019,149.581,3.085,3.16,3,149,MSLV
8722.960117647057,2024-05-17T14:13:06.909Z,43.2301966,46.0187,149.57,3.152,3.08,3,149,MSLV
8781.567352941174,2024-05-17T14:13:06.967Z,43.2301955,46.018698,149.557,3.339,3.15,3,149,MSLV
8840.174588235292,2024-05-17T14:13:07.025Z,43.2301945,46.0186961,149.546,3.346,3.34,3,149,MSLV
8898.781823529409,2024-05-17T14:13:07.083Z,43.2301931,46.0186922,149.535,3.265,3.35,3,149,MSLV
8957.389058823526,2024-05-17T14:13:07.142Z,43.2301921,46.0186903,149.584,3.383,3.26,3,149,MSLV
9015.996294117644,2024-05-17T14:13:07.200Z,43.2301914,46.0186884,149.58,3.255,3.38,3,149,MSLV
9074.603529411761,2024-05-17T14:13:07.258Z,43.2301904,46.0186867,149.585,3.253,3.26,3,149,MSLV
9133.210764705878,2024-05-17T14:13:07.316Z,43.2301894,46.0186849,149.578,3.281,3.25,3,149,MSLV
9191.818,2024-05-17T14:13:07.375Z,43.2301887,46.018683,149.583,3.191,3.28,3,154,MSLV
9246.727055555555,2024-05-17T14:13:07.433Z,43.2301883,46.018681,149.584,3.121,3.19,3,154,MSLV
9301.636111111111,2024-05-17T14:13:07.491Z,43.2301878,46.0186789,149.575,3.147,3.12,3,154,MSLV
9356.545166666667,2024-05-17T14:13:07.549Z,43.2301874,46.0186769,149.557,3.069,3.15,3,154,MSLV
9411.454222222223,2024-05-17T14:13:07.607Z,43.230187,46.018675,149.561,2.947,3.07,3,154,MSLV
9466.363277777778,2024-05-17T14:13:07.665Z,43.2301863,46.0186734,149.575,2.895,2.95,3,154,MSLV
9521.272333333334,2024-05-17T14:13:07.723Z,43.2301856,46.0186717,149.56,2.881,2.9,3,154,MSLV
9576.18138888889,2024-05-17T14:13:07.781Z,43.2301848,46.01867,149.524,2.848,2.88,3,154,MSLV
9631.090444444446,2024-05-17T14:13:07.839Z,43.230184,46.0186685,149.562,2.81,2.85,3,154,MSLV
9685.999500000002,2024-05-17T14:13:07.897Z,43.2301832,46.018667,149.58,2.824,2.81,3,154,MSLV
9740.908555555558,2024-05-17T14:13:07.955Z,43.2301824,46.0186652,149.549,2.853,2.82,3,154,MSLV
9795.817611111113,2024-05-17T14:13:08.013Z,43.2301817,46.0186636,149.54,2.834,2.85,3,154,MSLV
9850.72666666667,2024-05-17T14:13:08.071Z,43.230181,46.0186619,149.539,2.841,2.83,3,154,MSLV
9905.635722222225,2024-05-17T14:13:08.129Z,43.2301803,46.0186603,149.52,2.797,2.84,3,154,MSLV
9960.54477777778,2024-05-17T14:13:08.187Z,43.2301795,46.0186586,149.537,2.932,2.8,3,154,MSLV
10015.453833333337,2024-05-17T14:13:08.245Z,43.2301789,46.0186567,149.572,2.967,2.93,3,154,MSLV
10070.362888888892,2024-05-17T14:13:08.303Z,43.2301784,46.0186549,149.534,2.865,2.97,3,154,MSLV
10125.271944444448,2024-05-17T14:13:08.361Z,43.230178,46.0186531,149.482,2.749,2.87,3,154,MSLV
10180.181,2024-05-17T14:13:08.420Z,43.2301778,46.0186513,149.502,2.724,2.75,3,154,MSLV
10234.534368421053,2024-05-17T14:13:08.472Z,43.2301776,46.0186493,149.515,2.784,2.72,3,154,MSLV
10288.887736842105,2024-05-17T14:13:08.524Z,43.2301773,46.0186475,149.503,2.729,2.78,3,154,MSLV
10343.241105263158,2024-05-17T14:13:08.576Z,43.230177,46.0186454,149.507,2.923,2.73,3,154,MSLV
10397.59447368421,2024-05-17T14:13:08.628Z,43.2301766,46.0186434,149.481,2.959,2.92,3,154,MSLV
10451.947842105263,2024-05-17T14:13:08.680Z,43.2301763,46.0186416,149.458,2.817,2.96,3,154,MSLV
10506.301210526315,2024-05-17T14:13:08.732Z,43.230176,46.0186395,149.485,3.023,2.82,3,154,MSLV
10560.654578947368,2024-05-17T14:13:08.784Z,43.2301751,46.0186375,149.472,3.173,3.02,3,154,MSLV
10615.00794736842,2024-05-17T14:13:08.836Z,43.2301745,46.0186354,149.449,3.226,3.17,3,154,MSLV
10669.361315789472,2024-05-17T14:13:08.888Z,43.230174,46.0186333,149.456,3.239,3.23,3,154,MSLV
10723.714684210525,2024-05-17T14:13:08.941Z,43.2301733,46.0186314,149.494,3.245,3.24,3,154,MSLV
10778.068052631577,2024-05-17T14:13:08.993Z,43.2301728,46.0186294,149.496,3.18,3.25,3,154,MSLV
10832.42142105263,2024-05-17T14:13:09.045Z,43.2301722,46.0186276,149.424,2.989,3.18,3,154,MSLV
10886.774789473682,2024-05-17T14:13:09.097Z,43.2301716,46.0186258,149.412,2.962,2.99,3,154,MSLV
10941.128157894735,2024-05-17T14:13:09.149Z,43.2301713,46.0186238,149.419,2.954,2.96,3,154,MSLV
10995.481526315787,2024-05-17T14:13:09.201Z,43.2301709,46.018622,149.425,2.887,2.95,3,154,MSLV
11049.83489473684,2024-05-17T14:13:09.253Z,43.2301705,46.0186199,149.397,3.023,2.89,3,154,MSLV
11104.188263157892,2024-05-17T14:13:09.305Z,43.2301704,46.0186176,149.363,3.128,3.02,3,154,MSLV
11158.541631578944,2024-05-17T14:13:09.357Z,43.2301708,46.0186152,149.39,3.275,3.13,3,154,MSLV
11212.895,2024-05-17T14:13:09.410Z,43.2301711,46.0186131,149.384,3.181,3.28,3,154,MSLV
11268.585555555555,2024-05-17T14:13:09.465Z,43.2301711,46.0186112,149.356,3.009,3.18,3,154,MSLV
11324.27611111111,2024-05-17T14:13:09.520Z,43.2301711,46.0186092,149.385,2.987,3.01,3,154,MSLV
11379.966666666665,2024-05-17T14:13:09.575Z,43.230171,46.0186074,149.315,2.759,2.99,3,154,MSLV
11435.65722222222,2024-05-17T14:13:09.630Z,43.2301709,46.0186058,149.25,2.546,2.76,3,154,MSLV
11491.347777777775,2024-05-17T14:13:09.685Z,43.2301705,46.0186039,149.267,2.762,2.55,3,154,MSLV
11547.03833333333,2024-05-17T14:13:09.740Z,43.2301701,46.0186018,149.319,2.982,2.76,3,154,MSLV
11602.728888888885,2024-05-17T14:13:09.795Z,43.2301695,46.0186002,149.303,2.83,2.98,3,154,MSLV
11658.41944444444,2024-05-17T14:13:09.850Z,43.2301693,46.0185981,149.305,2.925,2.83,3,154,MSLV
11714.109999999995,2024-05-17T14:13:09.905Z,43.2301692,46.0185961,149.302,2.927,2.93,3,154,MSLV
11769.80055555555,2024-05-17T14:13:09.960Z,43.230169,46.0185939,149.282,3.073,2.93,3,154,MSLV
11825.491111111105,2024-05-17T14:13:10.015Z,43.2301689,46.0185916,149.256,3.173,3.07,3,154,MSLV
11881.18166666666,2024-05-17T14:13:10.070Z,43.2301689,46.0185896,149.238,3.078,3.17,3,154,MSLV
11936.872222222215,2024-05-17T14:13:10.125Z,43.2301692,46.0185873,149.243,3.186,3.08,3,154,MSLV
11992.56277777777,2024-05-17T14:13:10.180Z,43.2301695,46.0185852,149.22,3.176,3.19,3,154,MSLV
12048.253333333325,2024-05-17T14:13:10.235Z,43.2301698,46.0185829,149.252,3.24,3.18,3,154,MSLV
12103.94388888888,2024-05-17T14:13:10.290Z,43.2301701,46.0185809,149.256,3.133,3.24,3,154,MSLV
12159.634444444435,2024-05-17T14:13:10.345Z,43.2301705,46.0185787,149.213,3.225,3.13,3,154,MSLV
12215.325,2024-05-17T14:13:10.400Z,43.2301708,46.0185766,149.224,3.157,3.23,3,149,MSLV
12269.875833333334,2024-05-17T14:13:10.455Z,43.2301708,46.0185743,149.219,3.262,3.16,3,149,MSLV
12324.426666666666,2024-05-17T14:13:10.510Z,43.2301708,46.0185723,149.246,3.159,3.26,3,149,MSLV
12378.977499999999,2024-05-17T14:13:10.565Z,43.2301708,46.0185703,149.246,3.092,3.16,3,149,MSLV
12433.528333333332,2024-05-17T14:13:10.620Z,43.2301708,46.0185682,149.225,3.056,3.09,3,149,MSLV
12488.079166666665,2024-05-17T14:13:10.675Z,43.2301706,46.018566,149.197,3.171,3.06,3,149,MSLV
12542.629999999997,2024-05-17T14:13:10.730Z,43.2301705,46.0185637,149.227,3.252,3.17,3,149,MSLV
12597.18083333333,2024-05-17T14:13:10.785Z,43.2301705,46.0185615,149.226,3.273,3.25,3,149,MSLV
12651.731666666663,2024-05-17T14:13:10.840Z,43.2301704,46.0185593,149.202,3.251,3.27,3,149,MSLV
12706.282499999996,2024-05-17T14:13:10.895Z,43.2301706,46.0185572,149.246,3.179,3.25,3,149,MSLV
12760.833333333328,2024-05-17T14:13:10.950Z,43.2301708,46.018555,149.23,3.219,3.18,3,149,MSLV
12815.384166666661,2024-05-17T14:13:11.005Z,43.230171,46.0185526,149.191,3.286,3.22,3,149,MSLV
12869.934999999994,2024-05-17T14:13:11.060Z,43.2301714,46.0185503,149.19,3.362,3.29,3,149,MSLV
12924.485833333327,2024-05-17T14:13:11.115Z,43.2301715,46.0185481,149.188,3.311,3.36,3,149,MSLV
12979.03666666666,2024-05-17T14:13:11.170Z,43.2301716,46.0185459,149.172,3.314,3.31,3,149,MSLV
13033.587499999992,2024-05-17T14:13:11.225Z,43.2301718,46.0185435,149.172,3.409,3.31,3,149,MSLV
13088.138333333325,2024-05-17T14:13:11.280Z,43.2301715,46.0185414,149.163,3.282,3.41,3,149,MSLV
13142.689166666658,2024-05-17T14:13:11.335Z,43.2301715,46.0185391,149.147,3.301,3.28,3,149,MSLV
13197.24,2024-05-17T14:13:11.390Z,43.2301711,46.0185371,149.159,3.213,3.3,3,149,MSLV
13252.563166666667,2024-05-17T14:13:11.448Z,43.2301709,46.0185349,149.181,3.272,3.21,3,149,MSLV
13307.886333333334,2024-05-17T14:13:11.506Z,43.2301708,46.0185328,149.205,3.152,3.27,3,149,MSLV
13363.2095,2024-05-17T14:13:11.564Z,43.2301707,46.0185308,149.23,3.054,3.15,3,149,MSLV
13418.532666666668,2024-05-17T14:13:11.622Z,43.2301705,46.0185289,149.195,2.913,3.05,3,149,MSLV
